Name;Type;RA;Declinaison;Const;Hubble
NGC1508;G;04:05:47.64;+25:24:30.5;Tau;E?
NGC1509;G;04:03:55.20;-11:10:44.5;Eri;Sa
NGC1510;G;04:03:32.64;-43:24:00.4;Hor;S0
NGC1511;G;03:59:36.98;-67:38:03.3;Hyi;Sab
NGC1511A;G;04:00:18.6;-67:48:25;Hyi;SBab
NGC1511B;G;04:00:54.7;-67:36:43;Hyi;SBcd
NGC1512;G;04:03:54.28;-43:20:55.9;Hor;Sa
NGC1513;OCl;04:09:54.70;+49:31:02.2;Per;
NGC1514;PN;04:09:16.95;+30:46:33.3;Tau;
NGC1515;G;04:04:02.72;-54:06:00.2;Dor;SABb
NGC1515A;G;04:03:49.8;-54:06:47;Dor;SBb
NGC1516;GPair;04:08:07.7;-08:49:53;Eri;
NGC1516A;G;04:08:07.4;-08:49:45;Eri;SABb
NGC1516B;G;04:08:08.31;-08:50:08.6;Eri;Sc
NGC1517;G;04:09:11.93;+08:38:55.7;Tau;Sc
NGC1518;G;04:06:49.72;-21:10:21.5;Eri;SBd
NGC1519;G;04:08:07.60;-17:11:34.4;Eri;SBb
NGC1520;OCl;03:57:30.97;-76:50:02.2;Men;
NGC1521;G;04:08:18.93;-21:03:07.1;Eri;E
NGC1522;G;04:06:07.92;-52:40:06.3;Dor;S0
NGC1523;Other;04:06:11.02;-54:05:17.9;Dor;
NGC1524;Dup;04:08:07.4;-08:49:45;Eri;
NGC1525;Dup;04:08:08.31;-08:50:08.6;Eri;
NGC1526;G;04:05:12.30;-65:50:23.3;Ret;SABb
NGC1527;G;04:08:24.14;-47:53:49.3;Hor;E-S0
NGC1528;OCl;04:15:18.87;+51:12:41.3;Per;
NGC1529;G;04:07:19.88;-62:53:57.5;Ret;S0
NGC1530;G;04:23:27.10;+75:17:44.1;Cam;SBb
NGC1530A;G;04:44:28.50;+75:38:23.1;Cam;SABb
NGC1531;G;04:11:59.32;-32:51:02.9;Eri;E-S0
NGC1532;G;04:12:04.33;-32:52:27.2;Eri;SBb
NGC1533;G;04:09:51.84;-56:07:06.4;Dor;E-S0
NGC1534;G;04:08:46.07;-62:47:51.3;Ret;S0-a
NGC1535;PN;04:14:15.77;-12:44:21.8;Eri;
NGC1536;G;04:10:59.86;-56:28:49.6;Ret;SBc
NGC1537;G;04:13:40.71;-31:38:43.5;Eri;E
NGC1538;G;04:14:56.08;-13:11:30.2;Eri;S0-a
NGC1539;G;04:19:01.96;+26:49:39.0;Tau;E
NGC1540;G;04:15:10.66;-28:29:18.5;Eri;Sa
NGC1540A;G;04:15:10.01;-28:28:55.5;Eri;Sa
NGC1541;G;04:17:00.23;+00:50:06.7;Tau;S0-a
NGC1542;G;04:17:14.18;+04:46:53.9;Tau;Sab
NGC1543;G;04:12:43.25;-57:44:16.7;Ret;S0
NGC1544;G;05:02:36.15;+86:13:20.4;Cep;S0-a
NGC1545;OCl;04:20:56.26;+50:15:19.2;Per;
NGC1546;G;04:14:36.54;-56:03:38.9;Dor;S0-a
NGC1547;G;04:17:12.41;-17:51:26.9;Eri;Sbc
NGC1548;OCl;04:21:19.10;+36:54:58.8;Per;
NGC1549;G;04:15:45.13;-55:35:32.1;Dor;E
NGC1550;G;04:19:37.93;+02:24:34.1;Tau;E
NGC1551;Dup;04:19:37.93;+02:24:34.1;Tau;
NGC1552;G;04:20:17.68;-00:41:33.8;Eri;S0-a
NGC1553;G;04:16:10.47;-55:46:48.5;Dor;S0
NGC1554;*;04:21:43.55;+19:31:14.1;Tau;
NGC1555;RfN;04:21:59.43;+19:32:06.6;Tau;
NGC1556;G;04:17:44.83;-50:09:52.0;Dor;Sb
NGC1557;OCl;04:13:11.17;-70:25:29.8;Hyi;
NGC1558;G;04:20:16.18;-45:01:53.3;Cae;Sbc
NGC1559;G;04:17:35.77;-62:47:01.2;Ret;SBc
NGC1560;G;04:32:49.09;+71:52:59.2;Cam;Scd
NGC1561;G;04:23:01.08;-15:50:44.4;Eri;E-S0
NGC1562;G;04:21:47.62;-15:45:19.6;Eri;S0
NGC1563;G;04:22:53.95;-15:43:57.5;Eri;
NGC1564;G;04:23:00.95;-15:44:19.9;Eri;S0
NGC1565;G;04:23:23.45;-15:44:39.6;Eri;Sc
NGC1566;G;04:20:00.42;-54:56:16.1;Dor;SABb
NGC1567;G;04:21:08.75;-48:15:17.2;Cae;E
NGC1568;G;04:24:25.34;-00:44:46.4;Eri;S0-a
NGC1569;G;04:30:49.06;+64:50:52.6;Cam;IB
NGC1570;G;04:22:08.94;-43:37:46.4;Cae;E
NGC1571;Dup;04:22:08.94;-43:37:46.4;Cae;
NGC1572;G;04:22:42.81;-40:36:03.3;Cae;SBa
NGC1573;G;04:35:03.99;+73:15:44.7;Cam;E
NGC1574;G;04:21:58.82;-56:58:29.1;Ret;E-S0
NGC1575;G;04:26:20.55;-10:05:54.4;Eri;SABb
NGC1576;G;04:26:18.82;-03:37:15.9;Eri;E-S0
NGC1577;Dup;04:26:20.55;-10:05:54.4;Eri;
NGC1578;G;04:23:46.65;-51:35:58.0;Dor;Sa
NGC1579;Cl+N;04:30:13.80;+35:16:10.0;Per;
NGC1580;G;04:28:18.48;-05:10:43.6;Eri;Sbc
NGC1581;G;04:24:44.96;-54:56:31.2;Dor;E-S0
NGC1582;OCl;04:31:46.79;+43:47:05.4;Per;
NGC1583;G;04:28:20.73;-17:35:43.6;Eri;E
NGC1584;G;04:28:10.26;-17:31:24.1;Eri;E-S0
NGC1585;G;04:27:33.01;-42:09:54.8;Cae;Sc
NGC1586;G;04:30:38.23;-00:18:15.0;Eri;SBbc
NGC1587;G;04:30:39.94;+00:39:41.7;Tau;E
NGC1588;G;04:30:43.77;+00:39:53.0;Tau;E
NGC1589;G;04:30:45.44;+00:51:49.2;Tau;Sab
NGC1590;G;04:31:10.22;+07:37:51.2;Tau;Sc
NGC1591;G;04:29:30.55;-26:42:47.2;Eri;SBab
NGC1592;G;04:29:40.13;-27:24:30.7;Eri;I
NGC1593;G;04:32:06.12;+00:34:02.5;Tau;S0
NGC1594;G;04:30:51.59;-05:47:53.8;Eri;Sbc
NGC1595;G;04:28:21.76;-47:48:57.2;Cae;E
NGC1596;G;04:27:38.11;-55:01:40.1;Dor;S0
NGC1597;G;04:31:13.46;-11:17:25.5;Eri;E-S0
NGC1598;G;04:28:33.67;-47:46:57.2;Cae;SBc
NGC1599;G;04:31:38.74;-04:35:18.0;Eri;SBc
NGC1600;G;04:31:39.94;-05:05:10.5;Eri;E
NGC1601;G;04:31:41.73;-05:03:37.3;Eri;S0
NGC1602;G;04:27:54.97;-55:03:27.8;Dor;SBm
NGC1603;G;04:31:49.95;-05:05:39.9;Eri;S0
NGC1604;G;04:31:58.57;-05:22:11.8;Eri;S0
NGC1605;OCl;04:34:52.28;+45:16:17.0;Per;
NGC1606;G;04:32:03.34;-05:01:56.8;Eri;S0-a
NGC1607;G;04:32:03.09;-04:27:35.8;Eri;S0-a
NGC1608;Dup;04:32:06.12;+00:34:02.5;Tau;
NGC1609;G;04:32:45.08;-04:22:20.7;Eri;S0-a
NGC1610;G;04:34:13.87;-04:41:59.1;Eri;Sab
NGC1611;G;04:33:05.96;-04:17:50.8;Eri;S0-a
NGC1612;G;04:33:13.13;-04:10:20.7;Eri;S0-a
NGC1613;G;04:33:25.33;-04:15:55.5;Eri;S0-a
NGC1614;G;04:33:59.85;-08:34:44.0;Eri;SBc
NGC1615;G;04:36:01.04;+19:57:01.2;Tau;E-S0
NGC1616;G;04:32:41.73;-43:42:57.2;Cae;SABb
NGC1617;G;04:31:39.53;-54:36:08.2;Dor;SBa
NGC1618;G;04:36:06.60;-03:08:55.5;Eri;Sb
NGC1619;Dup;04:34:13.87;-04:41:59.1;Eri;
NGC1620;G;04:36:37.35;-00:08:37.0;Eri;SABc
NGC1621;G;04:36:25.06;-04:59:14.3;Eri;E
NGC1622;G;04:36:36.64;-03:11:19.8;Eri;SABa
NGC1623;G;04:35:32.41;-13:33:23.2;Eri;S0-a
NGC1624;Cl+N;04:40:36.50;+50:27:42.0;Per;
NGC1625;G;04:37:06.26;-03:18:12.6;Eri;SBb
NGC1626;Dup;04:36:25.06;-04:59:14.3;Eri;
NGC1627;G;04:37:38.00;-04:53:14.9;Eri;Sc
NGC1628;G;04:37:36.26;-04:42:53.4;Eri;Sb
NGC1629;GCl;04:29:36.91;-71:50:17.8;Hyi;
NGC1630;G;04:37:15.48;-18:54:05.5;Eri;S0-a
NGC1631;G;04:38:24.17;-20:38:59.5;Eri;S0-a
NGC1632;G;04:39:58.58;-09:27:22.4;Eri;S0-a
NGC1633;G;04:40:09.11;+07:20:58.0;Tau;SABa
NGC1634;G;04:40:09.78;+07:20:19.6;Tau;E
NGC1635;G;04:40:07.88;-00:32:51.1;Eri;S0-a
NGC1636;G;04:40:40.20;-08:36:27.9;Eri;Sab
NGC1637;G;04:41:28.18;-02:51:28.7;Eri;Sc
NGC1638;G;04:41:36.51;-01:48:32.5;Eri;S0
NGC1639;Other;04:40:52.21;-16:59:27.1;Eri;
NGC1640;G;04:42:14.52;-20:26:05.2;Eri;Sb
NGC1641;OCl;04:35:34.92;-65:45:46.4;Ret;
NGC1642;G;04:42:54.91;+00:37:06.9;Tau;Sc
NGC1643;G;04:43:43.95;-05:19:10.0;Eri;SBbc
NGC1644;GCl;04:37:40.09;-66:11:56.7;Dor;
NGC1645;G;04:44:06.38;-05:27:56.2;Eri;S0-a
NGC1646;G;04:44:23.60;-08:31:58.0;Eri;E-S0
NGC1647;OCl;04:45:55.57;+19:05:42.4;Tau;
NGC1648;G;04:44:34.80;-08:28:43.9;Eri;S0
NGC1649;GCl;04:38:22.85;-68:40:22.5;Dor;
NGC1650;G;04:45:11.51;-15:52:12.1;Eri;E
NGC1651;GCl;04:37:32.27;-70:35:09.1;Men;
NGC1652;Dup;04:38:22.85;-68:40:22.5;Dor;
NGC1653;G;04:45:47.35;-02:23:34.2;Eri;E
NGC1654;G;04:45:48.45;-02:05:02.0;Eri;SBa
NGC1655;Other;04:47:11.90;+20:55:25.2;Tau;
NGC1656;G;04:45:53.39;-05:08:12.2;Eri;S0-a
NGC1657;G;04:46:07.26;-02:04:38.2;Eri;SABb
NGC1658;G;04:44:01.36;-41:27:48.3;Cae;Sbc
NGC1659;G;04:46:29.95;-04:47:19.6;Eri;Sbc
NGC1660;G;04:44:11.41;-41:29:51.3;Cae;Sa
NGC1661;G;04:47:07.64;-02:03:16.5;Ori;Sbc
NGC1662;OCl;04:48:28.95;+10:55:49.4;Ori;
NGC1663;OCl;04:49:23.54;+13:09:03.8;Ori;
NGC1664;OCl;04:51:05.43;+43:40:34.2;Aur;
NGC1665;G;04:48:17.07;-05:25:39.4;Eri;S0
NGC1666;G;04:48:32.84;-06:34:11.9;Eri;S0-a
NGC1667;G;04:48:37.14;-06:19:11.9;Eri;SABc
NGC1668;G;04:46:05.93;-44:44:00.1;Cae;E-S0
NGC1669;G;04:42:59.90;-65:48:51.6;Dor;Sa
NGC1670;G;04:49:42.62;-02:45:37.8;Ori;S0
NGC1671;G;04:49:34.03;+00:15:10.3;Ori;S0
NGC1672;G;04:45:42.50;-59:14:49.9;Dor;Sb
NGC1673;OCl;04:42:39.64;-69:49:16.5;Men;
NGC1674;Other;04:52:24.97;+23:54:27.6;Tau;
NGC1675;Other;04:52:24.97;+23:54:27.6;Tau;
NGC1676;OCl;04:43:54.17;-68:49:39.3;Dor;
NGC1677;G;04:50:52.07;-04:53:33.8;Eri;S0
NGC1678;G;04:51:35.44;-02:37:23.3;Ori;S0
NGC1679;G;04:49:54.64;-31:57:52.8;Cae;SBm
NGC1680;G;04:48:34.01;-47:48:59.2;Pic;SBbc
NGC1681;G;04:51:50.06;-05:48:11.6;Eri;Sb
NGC1682;G;04:52:19.79;-03:06:21.1;Ori;E-S0
NGC1683;G;04:52:17.60;-03:01:28.7;Ori;Sa
NGC1684;G;04:52:31.15;-03:06:21.8;Ori;E
NGC1685;G;04:52:34.23;-02:56:57.6;Ori;S0-a
NGC1686;G;04:52:54.66;-15:20:47.3;Eri;Sbc
NGC1687;G;04:51:21.37;-33:56:20.5;Cae;Sab
NGC1688;G;04:48:23.79;-59:48:01.2;Dor;SBc
NGC1689;Dup;04:48:37.14;-06:19:11.9;Eri;
NGC1690;G;04:54:19.26;+01:38:25.3;Ori;E
NGC1691;G;04:54:38.34;+03:16:04.7;Ori;S0-a
NGC1692;G;04:55:23.73;-20:34:16.2;Eri;S0
NGC1693;GCl;04:47:38.77;-69:20:37.1;Dor;
NGC1694;G;04:55:16.82;-04:39:09.6;Eri;S0-a
NGC1695;GCl;04:47:44.48;-69:22:25.5;Dor;
NGC1696;OCl;04:48:29.97;-68:14:34.3;Dor;
NGC1697;GCl;04:48:35.81;-68:33:30.4;Dor;
NGC1698;GCl;04:49:05.05;-69:06:54.3;Dor;
NGC1699;G;04:56:59.63;-04:45:24.7;Eri;Sb
NGC1700;G;04:56:56.31;-04:51:56.8;Eri;E
NGC1701;G;04:55:51.13;-29:53:00.4;Cae;Sb
NGC1702;OCl;04:49:27.68;-69:51:02.8;Men;
NGC1703;G;04:52:52.15;-59:44:32.1;Dor;SBb
NGC1704;OCl;04:49:55.46;-69:45:22.7;Dor;
NGC1705;G;04:54:13.50;-53:21:39.8;Pic;E-S0
NGC1706;G;04:52:31.02;-62:59:08.8;Dor;Sab
NGC1707;Other;04:58:20.61;+08:14:18.1;Ori;
NGC1708;OCl;05:03:21.88;+52:49:55.5;Cam;
NGC1709;G;04:58:44.03;-00:28:41.7;Ori;S0
NGC1710;G;04:57:17.07;-15:17:20.4;Lep;E-S0
NGC1711;GCl;04:50:36.13;-69:59:07.6;Men;
NGC1712;*Ass;04:50:58.43;-69:24:27.0;Dor;
NGC1713;G;04:58:54.61;-00:29:20.1;Ori;E
NGC1714;Cl+N;04:52:08.85;-66:55:24.2;Dor;
NGC1715;EmN;04:52:10.48;-66:54:31.3;Dor;
NGC1716;G;04:58:13.32;-20:21:48.9;Lep;Sbc
NGC1717;G;04:58:31.46;-00:34:28.8;Ori;SBa
NGC1718;OCl;04:52:25.39;-67:03:02.4;Dor;
NGC1719;G;04:59:34.63;-00:15:37.5;Ori;Sa
NGC1720;G;04:59:20.63;-07:51:32.3;Eri;SBab
NGC1721;G;04:59:17.40;-11:07:07.4;Eri;S0
NGC1722;Cl+N;04:52:00.60;-69:22:30.0;Dor;
NGC1723;G;04:59:25.89;-10:58:50.5;Eri;Sa
NGC1724;OCl;05:03:32.32;+49:29:30.4;Aur;
NGC1725;G;04:59:22.89;-11:07:56.3;Eri;E-S0
NGC1726;G;04:59:41.90;-07:45:18.9;Eri;S0
NGC1727;Cl+N;04:52:12.77;-69:20:20.1;Dor;
NGC1728;G;04:59:27.73;-11:07:22.6;Eri;Sa
NGC1729;G;05:00:15.69;-03:21:09.0;Ori;Sc
NGC1730;G;04:59:31.83;-15:49:25.1;Lep;Sa
NGC1731;*Ass;04:53:32.09;-66:55:31.0;Dor;
NGC1732;OCl;04:53:10.59;-68:39:00.0;Dor;
NGC1733;OCl;04:54:04.75;-66:40:57.3;Dor;
NGC1734;OCl;04:53:33.49;-68:46:07.6;Dor;
NGC1735;OCl;04:54:19.66;-67:05:58.4;Dor;
NGC1736;EmN;04:53:01.55;-68:03:11.2;Dor;
NGC1737;HII;04:53:59.71;-69:10:28.4;Dor;
NGC1738;G;05:01:46.70;-18:09:25.4;Lep;SBbc
NGC1739;G;05:01:47.34;-18:10:00.5;Lep;SBbc
NGC1740;G;05:01:54.80;-03:17:46.8;Ori;E-S0
NGC1741;G;05:01:38.30;-04:15:25.2;Eri;Sm
NGC1741B;G;05:01:36.2;-04:15:43;Eri;Scd
NGC1742;*;05:01:59.33;-03:17:41.9;Ori;
NGC1743;Neb;04:54:02.67;-69:11:55.0;Dor;
NGC1744;G;04:59:57.80;-26:01:20.0;Lep;SBcd
NGC1745;Neb;04:54:20.62;-69:09:32.0;Dor;
NGC1746;OCl;05:03:50.19;+23:46:03.5;Tau;
NGC1747;OCl;04:55:10.98;-67:10:08.0;Dor;
NGC1748;Neb;04:54:25.97;-69:11:02.8;Dor;
NGC1749;OCl;04:54:56.06;-68:11:19.2;Dor;
NGC1750;OCl;05:04:00.03;+23:38:44.8;Tau;
NGC1751;GCl;04:54:12.58;-69:48:21.0;Men;
NGC1752;G;05:02:09.49;-08:14:27.1;Eri;Sc
NGC1753;G;05:02:32.34;-03:20:39.6;Ori;SBa
NGC1754;GCl;04:54:18.95;-70:26:32.9;Men;
NGC1755;GCl;04:55:14.87;-68:12:14.6;Dor;
NGC1756;GCl;04:54:49.83;-69:14:15.5;Dor;
NGC1757;Other;05:02:39.36;-04:43:22.6;Eri;
NGC1758;OCl;05:04:42.24;+23:46:53.9;Tau;
NGC1759;G;05:00:49.04;-38:40:26.0;Cae;E
NGC1760;HII;04:56:44.37;-66:31:38.4;Dor;
NGC1761;*Ass;04:56:37.73;-66:28:43.9;Dor;
NGC1762;G;05:03:37.03;+01:34:24.0;Ori;Sc
NGC1763;Cl+N;04:56:49.19;-66:24:32.7;Dor;
NGC1764;OCl;04:56:27.72;-67:41:37.5;Dor;
NGC1765;G;04:58:24.16;-62:01:42.2;Dor;E
NGC1766;OCl;04:55:57.60;-70:13:30.2;Men;
NGC1767;OCl;04:56:27.30;-69:24:02.0;Dor;
NGC1768;OCl;04:57:00.16;-68:14:58.0;Dor;
NGC1769;EmN;04:57:47.37;-66:28:08.7;Dor;
NGC1770;Cl+N;04:57:15.71;-68:25:05.1;Dor;
NGC1771;G;04:58:55.72;-63:17:53.6;Dor;SABc
NGC1772;OCl;04:56:52.79;-69:33:21.8;Dor;
NGC1773;Neb;04:58:12.03;-66:21:36.4;Dor;
NGC1774;OCl;04:58:06.88;-67:14:32.4;Dor;
NGC1775;OCl;04:56:54.78;-70:25:55.2;Men;
NGC1776;OCl;04:58:39.72;-66:25:46.5;Dor;
NGC1777;GCl;04:55:47.66;-74:17:07.3;Men;
NGC1778;OCl;05:08:05.70;+37:01:22.2;Aur;
NGC1779;G;05:05:18.07;-09:08:49.7;Eri;S0-a
NGC1780;G;05:06:20.71;-19:28:00.0;Lep;S0
NGC1781;G;05:07:55.03;-18:11:23.7;Lep;S0
NGC1782;OCl;04:57:51.09;-69:23:31.9;Dor;
NGC1783;GCl;04:59:08.81;-65:59:14.2;Dor;
NGC1784;G;05:05:27.10;-11:52:17.5;Lep;Sc
NGC1785;*Ass;04:58:44.96;-68:49:29.5;Dor;
NGC1786;GCl;04:59:07.82;-67:44:42.8;Dor;
NGC1787;OCl;05:01:44.41;-65:49:23.9;Dor;
NGC1788;RfN;05:06:53.22;-03:20:27.5;Ori;
NGC1789;GCl;04:57:51.68;-71:54:07.1;Men;
NGC1790;OCl;05:10:56.22;+52:03:35.3;Aur;
NGC1791;OCl;04:59:06.48;-70:10:07.5;Men;
NGC1792;G;05:05:14.45;-37:58:50.7;Col;Sbc
NGC1793;OCl;04:59:38.21;-69:33:27.5;Dor;
NGC1794;Dup;05:07:55.03;-18:11:23.7;Lep;
NGC1795;OCl;04:59:46.90;-69:48:04.2;Dor;
NGC1796;G;05:02:42.55;-61:08:24.2;Dor;SBc
NGC1796A;G;05:05:03.0;-61:29:04;Dor;Sab
NGC1796B;G;05:07:54.9;-61:11:28;Dor;Sbc
NGC1797;G;05:07:44.88;-08:01:08.7;Eri;SBa
NGC1798;OCl;05:11:39.32;+47:41:43.8;Aur;
NGC1799;G;05:07:44.62;-07:58:09.4;Eri;S0
NGC1800;G;05:06:25.72;-31:57:15.2;Col;S?
NGC1801;GCl;05:00:34.51;-69:36:49.5;Dor;
NGC1802;OCl;05:10:12.87;+24:07:30.5;Tau;
NGC1803;G;05:05:26.58;-49:34:04.6;Pic;SBbc
NGC1804;OCl;05:01:03.26;-69:04:57.3;Dor;
NGC1805;GCl;05:02:21.32;-66:06:44.1;Dor;
NGC1806;GCl;05:02:12.37;-67:59:08.7;Dor;
NGC1807;OCl;05:10:45.03;+16:30:45.9;Tau;
NGC1808;G;05:07:42.34;-37:30:47.0;Col;Sa
NGC1809;G;05:02:05.01;-69:34:05.8;Dor;Sc
NGC1810;OCl;05:03:23.27;-66:22:54.5;Dor;
NGC1811;G;05:08:42.74;-29:16:33.5;Col;Sa
NGC1812;G;05:08:52.91;-29:15:04.5;Col;Sa
NGC1813;OCl;05:02:40.28;-70:19:04.6;Men;
NGC1814;Cl+N;05:03:46.46;-67:18:02.4;Dor;
NGC1815;OCl;05:02:27.25;-70:37:15.8;Men;
NGC1816;OCl;05:03:50.75;-67:15:38.7;Dor;
NGC1817;OCl;05:12:26.27;+16:41:02.7;Tau;
NGC1818;GCl;05:04:14.76;-66:26:04.2;Dor;
NGC1819;G;05:11:46.14;+05:12:02.2;Ori;S0
NGC1820;OCl;05:04:01.68;-67:15:57.4;Dor;
NGC1821;G;05:11:46.10;-15:08:04.7;Lep;I
NGC1822;OCl;05:05:09.20;-66:12:38.0;Dor;
NGC1823;OCl;05:03:24.96;-70:20:07.8;Men;
NGC1824;G;05:06:56.20;-59:43:26.3;Dor;SBm
NGC1825;OCl;05:04:19.04;-68:55:35.1;Dor;
NGC1826;OCl;05:05:33.29;-66:13:47.1;Dor;
NGC1827;G;05:10:04.60;-36:57:36.9;Col;Sc
NGC1828;OCl;05:04:20.88;-69:23:17.4;Dor;
NGC1829;Cl+N;05:05:00.00;-68:03:33.3;Dor;
NGC1830;OCl;05:04:38.27;-69:20:24.6;Dor;
NGC1831;GCl;05:06:16.72;-64:55:03.0;Dor;
NGC1832;G;05:12:03.33;-15:41:16.1;Lep;Sbc
NGC1833;Cl+N;05:04:24.51;-70:43:41.0;Men;
NGC1834;OCl;05:05:11.38;-69:12:26.9;Dor;
NGC1835;GCl;05:05:06.58;-69:24:13.9;Dor;
NGC1836;OCl;05:05:34.42;-68:37:40.4;Dor;
NGC1837;OCl;05:04:55.80;-70:42:50.4;Men;
NGC1838;OCl;05:06:07.88;-68:26:42.7;Dor;
NGC1839;OCl;05:06:02.35;-68:37:36.4;Dor;
NGC1840;OCl;05:05:19.16;-71:45:46.4;Men;
NGC1841;GCl;04:45:23.35;-83:59:56.6;Men;
NGC1842;OCl;05:07:18.10;-67:16:23.4;Dor;
NGC1843;G;05:14:06.02;-10:37:37.3;Ori;SABc
NGC1844;OCl;05:07:30.68;-67:19:24.3;Dor;
NGC1845;*Ass;05:05:45.01;-70:34:53.8;Men;
NGC1846;GCl;05:07:33.94;-67:27:41.3;Dor;
NGC1847;OCl;05:07:08.16;-68:58:17.2;Dor;
NGC1848;OCl;05:07:27.16;-71:11:43.3;Men;
NGC1849;OCl;05:09:34.81;-66:18:56.9;Dor;
NGC1850;GCl;05:08:44.73;-68:45:42.0;Dor;
NGC1851;GCl;05:14:06.73;-40:02:47.8;Col;
NGC1852;GCl;05:09:23.79;-67:46:34.5;Dor;
NGC1853;G;05:12:16.52;-57:23:56.5;Dor;SBcd
NGC1854;GCl;05:09:19.89;-68:50:50.5;Dor;
NGC1855;*Ass;05:09:16.91;-68:50:44.3;Dor;
NGC1856;GCl;05:09:29.37;-69:07:39.3;Dor;
NGC1857;OCl;05:20:05.56;+39:20:37.0;Aur;
NGC1858;Cl+N;05:09:51.94;-68:53:28.5;Dor;
NGC1859;OCl;05:11:31.79;-65:14:59.0;Dor;
NGC1860;OCl;05:10:39.51;-68:45:08.1;Dor;
NGC1861;OCl;05:10:22.14;-70:46:37.6;Men;
NGC1862;OCl;05:12:34.54;-66:09:15.7;Dor;
NGC1863;OCl;05:11:39.58;-68:43:36.4;Dor;
NGC1864;OCl;05:12:40.60;-67:37:16.5;Dor;
NGC1865;OCl;05:12:25.08;-68:46:15.7;Dor;
NGC1866;GCl;05:13:39.10;-65:27:56.1;Dor;
NGC1867;OCl;05:13:42.26;-66:17:31.0;Dor;
NGC1868;GCl;05:14:36.30;-63:57:16.2;Dor;
NGC1869;Cl+N;05:13:56.32;-67:22:45.8;Dor;
NGC1870;GCl;05:13:09.90;-69:07:01.0;Dor;
NGC1871;Cl+N;05:13:51.76;-67:27:09.5;Dor;
NGC1872;GCl;05:13:10.77;-69:18:41.7;Dor;
NGC1873;Cl+N;05:13:55.67;-67:20:03.7;Dor;
NGC1874;Cl+N;05:13:11.66;-69:22:34.4;Dor;
NGC1875;G;05:21:45.76;+06:41:19.9;Ori;E
NGC1876;Cl+N;05:13:18.63;-69:21:43.7;Dor;
NGC1877;Neb;05:13:38.84;-69:23:01.6;Dor;
NGC1878;OCl;05:12:50.91;-70:28:18.1;Men;
NGC1879;G;05:19:48.23;-32:08:33.9;Col;SBm
NGC1880;HII;05:13:25.18;-69:22:46.0;Dor;
NGC1881;OCl;05:13:37.17;-69:17:57.0;Dor;
NGC1882;OCl;05:15:33.33;-66:07:46.4;Dor;
NGC1883;OCl;05:25:54.20;+46:29:24.5;Aur;
NGC1884;Other;05:15:58.04;-66:09:48.2;Dor;
NGC1885;OCl;05:15:05.86;-68:58:39.2;Dor;
NGC1886;G;05:21:48.15;-23:48:36.5;Lep;Sbc
NGC1887;OCl;05:16:05.93;-66:19:06.8;Dor;
NGC1888;G;05:22:34.45;-11:29:58.3;Lep;SBc
NGC1889;G;05:22:35.30;-11:29:49.0;Lep;E
NGC1890;OCl;05:13:45.83;-72:04:40.7;Men;
NGC1891;OCl;05:21:44.22;-35:47:21.5;Col;
NGC1892;G;05:17:09.05;-64:57:35.1;Dor;Sc
NGC1893;OCl;05:22:44.14;+33:24:43.3;Aur;
NGC1894;OCl;05:15:51.27;-69:28:06.7;Dor;
NGC1895;Neb;05:16:51.59;-67:19:46.5;Dor;
NGC1896;OCl;05:25:34.68;+29:15:36.8;Aur;
NGC1897;OCl;05:17:31.28;-67:27:03.6;Dor;
NGC1898;OCl;05:16:42.38;-69:39:22.4;Dor;
NGC1899;HII;05:17:48.67;-67:54:02.6;Dor;
NGC1900;OCl;05:19:09.38;-63:01:25.3;Dor;
NGC1901;OCl;05:18:15.16;-68:26:10.7;Dor;
NGC1902;OCl;05:18:19.14;-66:37:38.7;Dor;
NGC1903;GCl;05:17:22.30;-69:20:07.1;Dor;
NGC1904;GCl;05:24:10.59;-24:31:27.2;Lep;
NGC1905;OCl;05:18:23.71;-67:16:41.4;Dor;
NGC1906;G;05:24:47.10;-15:56:35.9;Lep;Sc
NGC1907;OCl;05:28:04.55;+35:19:32.4;Aur;
NGC1908;Other;05:25:53.80;-02:31:44.0;Ori;
NGC1909;RfN;05:04:55.44;-07:15:56.3;Eri;
NGC1910;Cl+N;05:18:43.07;-69:13:54.9;Dor;
NGC1911;OCl;05:19:26.88;-66:41:03.3;Dor;
NGC1912;OCl;05:28:42.49;+35:51:17.7;Aur;
NGC1913;OCl;05:18:19.29;-69:32:11.3;Dor;
NGC1914;Cl+N;05:17:39.76;-71:15:21.1;Men;
NGC1915;*Ass;05:19:42.24;-66:49:17.5;Dor;
NGC1916;GCl;05:18:36.47;-69:24:24.5;Dor;
NGC1917;GCl;05:19:01.97;-68:59:56.3;Dor;
NGC1918;SNR;05:19:06.99;-69:39:44.8;Dor;
NGC1919;Neb;05:20:19.05;-66:53:28.1;Dor;
NGC1920;HII;05:20:33.50;-66:46:43.4;Dor;
NGC1921;OCl;05:19:22.75;-69:47:15.9;Dor;
NGC1922;OCl;05:19:48.92;-69:26:53.7;Dor;
NGC1923;Cl+N;05:21:34.06;-65:29:12.2;Dor;
NGC1924;G;05:28:01.93;-05:18:38.7;Ori;SBbc
NGC1925;*Ass;05:21:43.96;-65:47:37.0;Dor;
NGC1926;GCl;05:20:35.43;-69:31:31.0;Dor;
NGC1927;Other;05:28:42.98;-08:22:38.4;Ori;
NGC1928;OCl;05:20:56.50;-69:28:40.6;Dor;
